"YEAR","FIRMNAME","fivefirmid","FIRMID","CUSIPHEADERID","CUSIPHeaderName","CUSIPHISTORYID","CUSIPHistoryName","productname","PRODUCTID","OS","CPU","BUS","MHZ","RAM","HD","MONITOR","PRICE"
1984,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-2/120",1102,11,39,1,10,1000,,,10000
1983,"Sun Microsystems Computer Co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-2/170",1103,0,0,1,10,2000,,0,10000
1996,"sanar systems, inc.",139,139,,,,,"sanar sparc sa/20 model 125",968,1,2,2,,512000,1200,0,10000
1989,"Mentor Graphics Corp.",108,108,"58720010","MENTOR GRAPHICS CORP","58720010","MENTOR GRAPHICS CORP","mentor idea series",698,0,0,7,,32000,760,0,10000
1989,"Intergraph Corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 32",595,0,0,7,,,,0,10000
1986,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-2/170",1103,11,39,1,10,2000,,,10000
1995,"sanar systems, inc.",139,139,,,,,"sanar workstation 10/40",980,2,2,2,40,16000,424,0,10000
1996,"sanar systems, inc.",139,139,,,,,"sanar workstation 10/40",980,2,2,2,40,16000,424,0,10000
1991,"Silicon Graphics, Inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","personal iris 4d/20",823,1,0,1,12.5,16000,344,0,10000
1985,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-2/120",1102,11,39,1,10,1000,,,10000
1983,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-2/120",1102,11,39,1,10,1000,,,10000
1993,"Mentor Graphics Corp.",108,108,"58720010","MENTOR GRAPHICS CORP","58720010","MENTOR GRAPHICS CORP","mentor idea series",698,0,0,7,,32000,760,0,10000
1993,"Silicon Graphics, Inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","personal iris 4d/20",823,1,0,1,12.5,16000,344,0,10000
1991,"Control Data Systems, Inc.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-430",187,1,0,1,,8000,380,0,10000
1996,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 42t",935,10,12,9,,256000,4400,1,10145
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-240",252,8,9,7,40,16000,,1,10195
1994,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 2000-300 axp",195,7,3,6,100,32000,1000,1,10270
1994,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 400 model 425t grx",495,9,18,7,,64000,840,0,10290
1990,"Bull HN Information Systems, Inc.",29,29,"43850610","HONEYWELL INC","43850610","HONEYWELL INC","oneimage workstation",792,1,0,7,,8000,30,1,10450
1991,"bull hn information systems, inc.",29,29,"43850610","HONEYWELL INC","43850610","HONEYWELL INC","oneimage workstation",792,11,30,7,,8000,30,0,10450
1992,"bull hn information systems, inc.",29,29,"43850610","HONEYWELL INC","43850610","HONEYWELL INC","oneimage workstation",792,11,30,7,,8000,30,0,10450
1993,"bull hn information systems, inc.",29,29,"43850610","HONEYWELL INC","43850610","HONEYWELL INC","oneimage workstation",792,11,30,7,,8000,30,0,10450
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-300 axp",197,7,3,7,150,32000,1000,1,10495
1996,"integrix, inc.",88,88,,,,,"sws20",1160,1,6,2,,512000,1000,0,10495
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 2000-500 axp",196,7,3,7,150,32000,2000,1,10600
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 2000-500 axp",196,7,3,7,150,32000,2000,1,10600
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-150",247,8,10,7,50,32000,,1,10690
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-150",247,8,10,7,50,32000,,1,10690
1993,"mobius computer corp.",111,111,,,,,"protege p433cx",887,11,33,7,,32000,213,0,10795
1995,"sanar systems, inc.",139,139,,,,,"sanar sparc sa/20 model 612mp",974,1,2,2,,512000,,0,10795
1996,"sanar systems, inc.",139,139,,,,,"sanar sparc sa/20 model 612mp",974,1,2,2,,512000,,0,10795
1996,"sanar systems, inc.",139,139,,,,,"sanar sparc sa/20 model 50",969,1,2,2,,512000,,0,10795
1995,"sanar systems, inc.",139,139,,,,,"sanar workstation 10/512",983,2,2,2,50,16000,,0,10795
1995,"sanar systems, inc.",139,139,,,,,"sanar sparc sa/20 model 50",969,1,2,2,,512000,,0,10795
1992,"Mobius Computer Corp.",111,111,,,,,"protege p433cx",887,0,0,7,,32000,213,1,10795
1996,"sanar systems, inc.",139,139,,,,,"sanar workstation 10/512",983,2,2,2,50,16000,,0,10795
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","alphastation 200 4/166",40,7,3,6,,192000,3200,1,10900
1991,"omnicomp graphics corp.",120,120,,,,,"omni 8800 gds",791,11,38,1,,16000,,0,10920
1990,"omnicomp graphics corp.",120,120,,,,,"omni 8800 gds",791,11,38,1,,16000,,0,10920
1995,"mobius computer corp.",111,111,,,,,"mirage ips/10 model 41",713,2,2,2,40,16000,,0,10985
1992,"Computervision",41,41,"20557T10","COMPUTERVISION CORP","20557T10","COMPUTERVISION CORP","caddstation 42f",109,0,0,7,,24000,669,0,10995
1993,"Computervision",41,41,"20557T10","COMPUTERVISION CORP","20557T10","COMPUTERVISION CORP","caddstation 42f",109,0,0,7,,24000,669,0,10995
1988,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","models 4225, 4227",744,14,30,7,,,,0,10995
1989,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","models 4225, 4227",744,14,30,7,,,,0,10995
1994,"EOS Technologies, Inc.",63,63,,,,,"eostation 10n-16-4-16c",332,0,0,2,,96000,424,0,10999
1995,"Kubota Graphics Corp.",96,96,,,,,"kubota 3300x graphics workstation",660,0,0,7,,256000,1050,0,10999
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/50m",1115,1,16,1,15,4000,,0,11000
1983,"Apollo Computer, Inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain dn300",286,1,1,7,10,512,,0,11000
1989,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/50m",1115,1,16,1,15,4000,,0,11000
1984,"Apollo Computer, Inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain dn300",286,1,0,7,10,512,,0,11000
1996,"tatung co. of america, inc.",156,156,,,,,"super compstation 20s/61b",1145,1,2,2,,32000,500,1,11050
1985,"Megatek Corp.",107,107,,,,,"whizzard 7250",1238,0,0,,,,,0,11200
1989,"Megatek Corp.",107,107,,,,,"megatek 7000 series",693,0,0,7,,,,0,11200
1995,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 41t",933,10,4,9,,256000,4400,1,11200
1991,"Opus Systems",123,123,,,,,"personal mainframe 88sds",834,0,0,3,20,4000,160,0,11200
1987,"megatek corp.",107,107,,,,,"whizzard 7500 series",1243,20,49,,,,,,11200
1986,"Megatek Corp.",107,107,,,,,"whizzard 7250",1238,0,0,,,,,0,11200
1988,"Megatek Corp.",107,107,,,,,"megatek 7000 series",693,0,0,7,,,,0,11200
1993,"aries research, inc.",11,11,,,,,"marix station",671,2,1,2,40,8000,1000,0,11240
1994,"aries research, inc.",11,11,,,,,"marix station",671,2,1,2,40,8000,1000,0,11240
1995,"aries research, inc.",11,11,,,,,"marixx dt workstation",673,2,1,2,40,32000,1000,0,11240
1993,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cdc 4320-330",121,16,9,3,33,8000,200,0,11290
1994,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cdc 4320-330",121,16,9,3,33,8000,200,0,11290
1992,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cdc 4320-330",121,16,9,3,33,8000,200,0,11290
1994,"Apogee Systems, Inc.",9,9,,,,,"orbiter ii",805,0,0,2,40,32000,424,0,11295
1995,"Apogee Systems, Inc.",9,9,,,,,"orbiter ii",805,0,0,2,40,32000,424,0,11295
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 700 model 715/100",470,9,11,6,100,192000,84000,0,11310
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 700 model 715/100",470,9,11,6,100,256000,84000,0,11310
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 700 model 715/100",470,9,11,6,100,256000,84000,0,11310
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 700 model 715/100",470,9,11,6,100,256000,84000,0,11310
1995,"axil computer, inc.",21,21,,,,,"axil245",87,2,5,2,50,16000,1000,1,11380
1996,"axil computer, inc.",21,21,,,,,"axil245",87,2,5,2,50,16000,1000,1,11380
1992,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3100-38/48 spx",1197,14,21,7,,32000,208,1,11450
1994,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-150",247,8,10,7,50,32000,,1,11495
1994,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris indigo xs/24",643,11,10,7,40,16000,432,0,11495
1994,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 34h",920,10,4,9,,256000,4000,1,11500
1994,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 700 model 715/50",500,9,11,6,50,16000,525,0,11595
1992,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-200mx",249,7,9,1,,120000,200,1,11595
1992,"Omnicomp Graphics Corp.",120,120,,,,,"omni 6800 gds",790,0,0,7,,16000,,0,11650
1991,"omnicomp graphics corp.",120,120,,,,,"omni 6800 gds",790,11,22,7,,16000,,0,11650
1994,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","7325 power gto-01i, 02i",16,10,30,9,,16000,150,1,11700
1993,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","7325 power gto-01i, 02i",16,10,30,9,,16000,150,1,11700
1990,"omnicomp graphics corp.",120,120,,,,,"omni 1620 tcs/ext",787,11,40,7,,4000,,0,11760
1993,"dtk computer, inc.",58,58,,,,,"dtk station 2 gx",311,2,1,2,40,8000,207,0,11800
1995,"tatung co. of america, inc.",156,156,,,,,"super compstation 20s/50",1142,1,2,2,,32000,500,1,11870
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decsystem 5000-133",263,8,9,7,33,16000,,1,11885
1990,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn 3540",276,19,17,3,25,32000,,1,11900
1992,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn 3540",276,19,17,3,25,32000,,1,11900
1988,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn3040",277,19,17,7,25,8000,,1,11900
1989,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn3040",277,19,17,7,25,8000,,1,11900
1991,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","5086 model 1a",10,10,40,7,,8000,,1,11900
1991,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn 3540",276,19,17,3,25,32000,,1,11900
1993,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","5086 model 1a",10,10,40,7,,8000,,1,11900
1992,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","5086 model 1a",10,10,40,7,,8000,,1,11900
1995,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","intergraph td-5",579,11,14,8,,256000,1000,1,11900
1990,"IBM",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","5086 model 1a",10,1,0,7,,8000,,1,11900
1990,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation3100",262,8,37,1,16,4000,,1,11900
1996,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","intergraph td-5",579,11,14,8,,256000,1000,1,11900
1991,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn3040",277,19,17,7,25,8000,,1,11900
1990,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn3040",277,19,17,7,25,8000,,1,11900
1992,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn3040",277,19,17,7,25,8000,,1,11900
1992,"jupiter systems",93,93,,,,,"310 color x window terminal",3,7,17,7,,8000,,0,11950
1990,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4319 graphics netstation",730,11,16,7,,20000,300,0,11950
1992,"jupiter systems",93,93,,,,,"310 network display station",4,11,17,7,,8000,,0,11950
1991,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4319 graphics netstation",730,11,16,7,,8000,,0,11950
1993,"jupiter systems",93,93,,,,,"310 network display station",4,11,17,7,,8000,,0,11950
1991,"jupiter systems",93,93,,,,,"310 network display station",4,11,17,7,,8000,,0,11950
1991,"jupiter systems",93,93,,,,,"310 color x window terminal",3,7,17,7,,8000,,0,11950
1993,"jupiter systems",93,93,,,,,"310 color x window terminal",3,7,17,7,,8000,,0,11950
1991,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain series 4500 personal workstation",299,19,17,3,33,8000,155,1,11990
1992,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain series 4500 personal workstation",299,19,17,3,33,8000,155,1,11990
1990,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain series 4500 personal workstation",299,19,17,3,33,8000,155,1,11990
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 4000-90",1207,14,21,7,,128000,852,1,11995
1995,"Data General Corp.",51,51,"23768810","DATA GENERAL CORP","23768810","DATA GENERAL CORP","av 450h workstation",59,1,0,7,,256000,1000,0,11995
1983,"Chromatics, Inc.",34,34,,,,,"cgc 7900 series",148,0,0,,,128,,0,11995
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 4000-90",1207,14,21,7,,128000,852,1,11995
1993,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-240",252,8,9,7,40,16000,,1,11995
1995,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","indy r4400sc",562,11,8,7,,32000,535,0,11995
1992,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation ipx",1077,1,1,2,40,16000,424,0,11995
1993,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-240mx",254,7,9,1,40,16000,200,1,11995
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation ipx",1077,1,1,,40,,,,11995
1984,"Chromatics, Inc.",34,34,,,,,"cgc 7900 series",148,0,0,,,128,,0,11995
1996,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","indy r4400sc",562,11,8,7,,4000000,535,0,11995
1994,"Data General Corp.",51,51,"23768810","DATA GENERAL CORP","23768810","DATA GENERAL CORP","av310 series",65,1,0,7,,112000,9800,0,11995
1996,"Data General Corp.",51,51,"23768810","DATA GENERAL CORP","23768810","DATA GENERAL CORP","av 450h workstation",59,1,0,7,,256000,1000,0,11995
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-260",258,8,9,7,40,32000,,1,11995
1994,"eos technologies, inc.",63,63,,,,,"eostation 10n-16-4-19c",334,1,1,2,,96000,424,0,11999
1993,"data general corp.",51,51,"23768810","DATA GENERAL CORP","23768810","DATA GENERAL CORP","av412 series",68,12,19,7,,128000,9800,0,12000
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 1",1028,1,1,2,20,8000,,0,12000
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo series 700 grx",511,9,30,7,,192000,660,0,12000
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/60",1116,1,16,1,16.700000762939453,24000,71,0,12000
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo series 700 grx",511,9,30,7,,192000,660,0,12000
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 700 model 720",502,9,30,6,,16000,210,0,12000
1989,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/60",1116,1,16,1,16.700000762939453,24000,71,0,12000
1996,"integrix, inc.",88,88,,,,,"sws10",1152,2,1,2,50,32000,1000,0,12000
1995,"integrix, inc.",88,88,,,,,"sws10",1152,2,2,2,50,32000,1000,0,12000
1984,"Orcatech",175,175,,,,,,1274,25,48,,5,,,,12000
1983,"Orcatech",175,175,,,,,,1274,25,48,,5,,,,12000
1985,"Digital Equipment Corp. (DEC)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 100",1192,1,0,,,,,0,12050
1986,"Digital Equipment Corp. (DEC)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 100",1192,1,0,,,,,1,12050
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 2000-300 axp",195,7,3,6,150,32000,1000,1,12073
1996,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 20turbogx",1047,1,1,2,,512000,138600,0,12195
1996,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 20sx",1046,1,5,2,,32000,138600,0,12195
1995,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 20sx",1046,1,5,2,,32000,138600,0,12195
1995,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 20 model 50",1036,1,2,2,50,32000,535,0,12195
1996,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 20turbogxplus",1048,1,1,2,,512000,138600,0,12195
1995,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 20turbogx",1047,1,1,2,,512000,138600,0,12195
1994,"eos technologies, inc.",63,63,,,,,"eostation 10n-16-4-16x gx",333,1,1,2,,96000,424,0,12249
1996,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","challenge s r4600",153,11,28,7,,256000,1000,0,12250
1995,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","challenge s r4600",153,11,28,7,,32000,1000,0,12250
1994,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cdc 4420-102",129,16,10,6,50,16000,,0,12260
1994,"apogee systems, inc.",9,9,,,,,"orbiter ii+",806,2,1,2,50,32000,424,0,12295
1995,"apogee systems, inc.",9,9,,,,,"orbiter ii+",806,2,1,2,50,32000,424,0,12295
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 2000-300 axp",195,7,3,6,150,32000,1000,1,12328
1996,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","intergraph td-4",577,11,14,8,,256000,1000,1,12395
1995,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","intergraph td-4",577,11,14,8,,256000,1000,1,12395
1994,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-133pxg",246,7,9,1,33,16000,209,1,12440
1993,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-133pxg",246,7,9,1,33,16000,209,1,12440
1992,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3100-30/40 spx",1195,14,21,7,,32000,208,1,12450
