YEAR,FIRMNAME,FIVEFIRMID,FIRMID,CUSIPHEADERID,CUSIPHeaderName,CUSIPHISTORYID,CUSIPHistoryName,FOUND,FATE,ESTATE,SALES,EMPLOY,ZIP,LAT,LON,RANDD,PRODUCTS,PTYPES,SYSTEM,GRAPHIC,CEO,OWN,CPU,OS,APPS,COMM,MONITOR,DISK,MEMORY,BOARD
1991,"Symbolics, Inc.",155,155,87151220,SYMBOLICS INC,87151220,SYMBOLICS INC,1980,,0,81000000,250,1803,0.7419210076332090,-1.2426819801330600,,4,5,1,1,John S. Wurts,1,0,0,1,0,0,0,1,1
1992,"Symbolics, Inc.",155,155,87151220,SYMBOLICS INC,87151220,SYMBOLICS INC,1980,,0,81000000,250,1803,0.7419210076332090,-1.2426819801330600,,13,4,1,1,John S. Wurts,1,0,0,1,0,0,0,0,1
1993,"Symbolics, Inc.",155,155,87151220,SYMBOLICS INC,87151220,SYMBOLICS INC,1980,,0,81000000,250,1742,0.741008996963501,-1.2457239627838100,,3,2,1,1,Kenneth Tarpey,1,0,0,1,0,0,0,0,1
1994,"Symbolics, Inc.",155,155,87151220,SYMBOLICS INC,87151220,SYMBOLICS INC,1980,,0,13000000,80,1742,0.741008996963501,-1.2457239627838100,,3,3,0,1,Kenneth Tarpey,0,0,0,1,0,0,0,0,1
1995,"Symbolics, Inc.",155,155,87151220,SYMBOLICS INC,87151220,SYMBOLICS INC,1980,,0,5000000,30,1742,0.741008996963501,-1.2457239627838100,,3,3,0,1,Kenneth Tarpey,0,0,0,1,0,0,0,0,1
1996,"Symbolics, Inc.",155,155,87151220,SYMBOLICS INC,87151220,SYMBOLICS INC,1980,,0,5000000,30,1742,0.741008996963501,-1.2457239627838100,,3,3,0,1,Kenneth Tarpey,0,0,0,1,0,0,0,0,1
1991,"Tatung Co. of America, Inc.",156,156,,,,,1972,Changes name of subsidiary,4,100000000,200,90810,0.5901129841804500,-2.0632410049438500,,40,4,1,0,Chieh Sun,2,0,0,0,0,1,0,0,1
1992,"Tatung Science & Technology, Inc.",156,156,,,,,1983,,0,2000000000,21000,95131,0.6525149941444400,-2.127207040786740,,3,1,1,1,Shan-Chih Lin,2,0,0,0,0,1,0,0,1
1993,"Tatung Science & Technology, Inc.",156,156,,,,,1983,,0,2500000000,21000,95131,0.6525149941444400,-2.127207040786740,,6,1,1,0,Shan-Chih Lin,2,0,0,0,0,1,0,0,0
1994,"Tatung Science & Technology, Inc.",156,156,,,,,1983,,0,2500000000,60,95035,0.6533899903297420,-2.127432107925420,,30,2,1,0,Shan-Chih Lin,2,0,0,0,0,1,0,0,0
1995,"Tatung Science & Technology, Inc.",156,156,,,,,1983,,0,2500000000,60,95035,0.6533899903297420,-2.127432107925420,,28,2,1,1,Shan-Chih Lin,2,0,0,0,0,1,0,0,0
1996,"Tatung Science & Technology, Inc.",156,156,,,,,1983,,0,2500000000,60,95035,0.6533899903297420,-2.127432107925420,,37,2,1,1,T. S. Lin,2,0,0,0,0,1,0,0,0
1985,"Tektronix, Inc.",158,158,87913110,TEKTRONIX INC,87913110,TEKTRONIX INC,1946,First try failed,1,,,97077,0.7879220247268680,-2.144282102584840,,0,0,0,1,David P. Friedley,1,0,0,1,1,1,1,0,1
1988,"Tektronix, Inc.",158,158,87913110,TEKTRONIX INC,87913110,TEKTRONIX INC,1946,,0,1400000000,17200,97077,0.7879220247268680,-2.144282102584840,,0,8,0,1,David P. Friedley,1,0,0,1,1,1,1,0,1
1989,"Tektronix, Inc.",158,158,87913110,TEKTRONIX INC,87913110,TEKTRONIX INC,1946,,0,1400000000,16000,97077,0.7879220247268680,-2.144282102584840,,40,6,0,1,David P. Friedley,1,0,0,1,1,1,1,0,1
1990,"Tektronix, Inc.",158,158,87913110,TEKTRONIX INC,87913110,TEKTRONIX INC,1946,,0,1400000000,15700,97077,0.7879220247268680,-2.144282102584840,,51,6,1,1,David P. Friedley,1,0,1,1,1,1,1,0,1
1991,"Tektronix, Inc.",158,158,87913110,TEKTRONIX INC,87913110,TEKTRONIX INC,1946,,0,1400999936,13000,97077,0.7879220247268680,-2.144282102584840,,44,7,0,1,William Walker,1,0,1,1,0,1,1,0,1
1992,"Tektronix, Inc.",158,158,87913110,TEKTRONIX INC,87913110,TEKTRONIX INC,1946,,0,1330935040,11947,97077,0.7879220247268680,-2.144282102584840,,50,5,0,1,Jerome J. Meyer,1,0,1,1,0,1,0,0,1
1993,"Tektronix, Inc.",158,158,87913110,TEKTRONIX INC,87913110,TEKTRONIX INC,1946,,1,1310000000,10191,97070,0.7906100153923040,-2.1427390575408900,,49,4,0,1,Delbert Yocam,1,0,1,1,0,0,0,0,1
1982,Three Rivers Computer Corp.,159,159,,,,,1974,,0,3500000,143,15224,0.7062339782714840,-1.3953109979629500,,0,2,1,0,J. Gay,0,0,0,0,0,0,0,0,0
1983,Three Rivers Computer Corp.,159,159,,,,,1974,Changed name to Perq,1,9000000,143,15224,0.7062339782714840,-1.3953109979629500,,0,2,0,1,J. Gay,0,0,0,0,0,0,0,0,0
1993,Trigem Corp.,160,160,,,,,,Left U.S. market,1,,,94577,0.6583459973335270,-2.132071018218990,,0,1,1,0,,0,0,0,0,0,0,0,0,0
1992,Twinhead Corp.,161,161,,,,,1984,,0,155000000,850,95035,0.6533899903297420,-2.127432107925420,,19,1,1,0,Stanley Chiang,0,0,0,0,0,0,0,0,0
1993,Twinhead Corp.,161,161,,,,,1984,,0,210000000,1000,95035,0.6533899903297420,-2.127432107925420,,20,1,1,0,Stanley Chiang,0,0,0,0,0,0,0,0,0
1994,Twinhead Corp.,161,161,,,,,1984,Remained as clone maker,1,210000000,1000,95035,0.6533899903297420,-2.127432107925420,,17,1,1,0,Stanley Chiang,0,0,0,0,0,0,0,0,0
1995,"Unimicro Systems, Inc.",162,162,,,,,1992,No information after 1995,1,10000000,10,94538,0.6550359725952150,-2.1287999153137200,,7,2,1,1,Christopher Chang,2,0,0,0,0,0,0,0,0
1988,"Unisys CAD/CAM, Inc.",163,163,90921410,UNISYS CORP,90921410,UNISYS CORP,1980,Aquisition of Graphtek,0,,147,80301,0.6990000009536740,-1.8363349437713600,,0,2,1,1,Gareth Stenner,2,0,1,1,1,1,1,0,1
1989,"Unisys CAD/CAM, Inc.",163,163,90921410,UNISYS CORP,90921410,UNISYS CORP,1980,,0,,147,80301,0.6990000009536740,-1.8363349437713600,,2,2,1,1,Gareth Stenner,2,0,1,1,1,1,1,0,1
1990,"Unisys CAD/CAM, Inc.",163,163,90921410,UNISYS CORP,90921410,UNISYS CORP,1980,No information after 1990,1,,138,80301,0.6990000009536740,-1.8363349437713600,,2,2,1,0,Edon Gnuse,2,0,1,1,0,1,1,0,1
1981,"Vector General, Inc.",164,164,,,,,1969,,0,15000000,200,91367,0.5964959859848020,-2.0702381134033200,,0,1,0,1,John R. McPherson,0,0,1,1,0,0,0,0,0
1982,"Vector General, Inc.",164,164,,,,,1969,,0,15000000,200,91367,0.5964959859848020,-2.0702381134033200,,0,1,0,1,John R. McPherson,0,0,1,1,0,0,0,0,0
1983,"Vector General, Inc.",164,164,,,,,1969,No information after 1982,1,15000000,200,91367,0.5964959859848020,-2.0702381134033200,,0,1,0,1,John R. McPherson,0,0,1,1,0,0,0,0,0
1987,"Vectron Graphics Systems, Inc.",165,165,,,,,1978,No information after 1986,1,20000000,25,95054,0.6526600122451780,-2.128498077392580,,0,2,0,1,C. J. Simon,0,0,0,1,0,0,0,0,0
1992,"Vertos Technologies, Inc.",166,166,,,,,,No information after 1992,1,1,,94538,0.6550359725952150,-2.1287999153137200,,2,2,1,0,,0,0,0,0,0,0,0,0,0
1996,"Wright Technologies, Inc.",167,167,,,,,1991,No information,0,1,16,,,,,2,2,0,0,Bob Pfaff,0,0,0,0,0,0,0,0,0
1995,"Wyse Technology, Inc.",168,168,,,,,1981,Changes to dumb terminals,1,,1874,95134,0.6529970169067380,-2.1283140182495100,,47,5,0,1,Morris Cheng,1,0,0,0,1,1,0,0,0
1987,"Xepix, Inc.",169,169,,,,,1983,"Acquired by Xeta, name change",0,1,35,3060,0.7462400197982790,-1.2473299503326400,,0,2,1,1,Edward J. Neylan,2,0,0,1,0,0,0,0,0
1988,"Xepix, Inc.",169,169,,,,,1983,,0,1,35,3054,0.7481650114059450,-1.2481329441070600,,0,3,1,1,Edward J. Neylan,2,0,0,1,0,0,0,0,0
1989,"Xepix, Inc.",169,169,,,,,1983,No information after 1989,1,1,35,3054,0.7481650114059450,-1.2481329441070600,,0,3,1,1,Edward J. Neylan,2,0,0,1,0,0,0,0,0
1992,Xerox Corp.,170,170,98412110,XEROX CORP,98412110,XEROX CORP,1906,,0,17973000192,110000,2139,0.7394030094146730,-1.2410019636154200,,6,3,1,1,Paul A. Allaire,2,0,0,1,1,0,0,0,0
1993,Xerox Corp.,170,170,98412110,XEROX CORP,98412110,XEROX CORP,1906,Exits market,1,17830000640,110000,6904,0.7170259952545170,-1.283581018447880,,22,3,0,1,Paul A. Allaire,1,0,0,1,1,0,0,0,0
1984,Xybion Graphics Systems Corp.,171,171,,,,,1975,,0,1,1,7927,0.7124840021133420,-1.299517035484310,,0,1,0,1,Paul A. Frost,0,0,0,1,0,0,0,0,0
1985,Xybion Graphics Systems Corp.,171,171,,,,,1975,,0,1,1,7927,0.7124840021133420,-1.299517035484310,,0,1,0,1,Paul A. Frost,0,0,0,1,0,0,0,0,0
1986,Xybion Graphics Systems Corp.,171,171,,,,,1975,No information,1,1,1,7927,0.7124840021133420,-1.299517035484310,,0,1,0,1,Paul A. Frost,0,0,0,1,0,0,0,0,0
1990,"Zuken, Inc.",173,173,,,,,1976,,0,70000000,400,1803,0.7419210076332090,-1.2426819801330600,,1,1,0,1,J. Katsube,0,0,0,0,0,0,0,0,0
1991,"Zuken, Inc.",173,173,,,,,1976,,0,70000000,400,1803,0.7419210076332090,-1.2426819801330600,,1,1,0,1,J. Katsube,0,0,0,0,0,0,0,0,0
1992,"Zuken, Inc.",173,173,,,,,1976,,0,90000000,400,95054,0.6526600122451780,-2.128498077392580,,1,1,0,1,Harmon Hardy,1,0,0,0,0,0,0,0,0
1993,"Zuken, Inc.",173,173,,,,,1976,Remains as software only,1,104000000,409,95054,0.6526600122451780,-2.128498077392580,,1,1,0,1,Makoto Kaneko,1,0,0,0,0,0,0,0,0
1982,"Florida Computer Graphics, Inc.",174,174,,,,,1981,,0,1,100,32746,0.5018230080604550,-1.4196170568466200,,0,1,0,1,Michael R. Coffman,1,1,1,0,0,0,0,0,0
1983,"Florida Computer Graphics, Inc.",174,174,,,,,1981,,0,1,100,32746,0.5018230080604550,-1.4196170568466200,,0,1,0,1,Michael R. Coffman,1,1,1,0,0,0,0,0,0
1984,"Florida Computer Graphics, Inc.",174,174,,,,,1981,Firm sold (unknown),1,1,100,32746,0.5018230080604550,-1.4196170568466200,,0,1,0,1,Michael R. Coffman,1,1,1,0,0,0,0,0,0
1983,Orcatech,175,175,,,,,1981,,0,3808800,,,,,,0,1,1,1,David Pearson,1,0,1,0,1,0,0,0,0
1984,Orcatech,175,175,,,,,1981,,0,3740000,,,,,,0,1,1,1,David Pearson,1,0,1,0,1,0,0,0,0
1985,Orcatech,175,175,,,,,1981,Firm continues as chip designer,1,3672442.75,,,,,,0,1,1,1,David Pearson,1,0,1,0,1,0,0,0,0
